name,title_verbatim,group_or_dept,campus,other_affiliations,personal_url,evidence_url,notes
Norbert Hanik,Prof. Dr.-Ing.,Professur für Leitungsgebundene Übertragungstechnik,Munich city centre,,http://www.lnt.ei.tum.de/mitarbeiter/hanik/hanik.html,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=D523BFE65A546F1C&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/III (Fachgebiet Leitungsgebundene Übertragung)."
Oliver Hayden,Prof. Dr. rer. nat.,Heinz Nixdorf-Lehrstuhl für Biomedizinische Elektronik,Munich city centre,,https://www.ee.cit.tum.de/lbe,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=808EB50C9B95AB17&pPersonenGruppe=3,"Address per TUMonline vCard: 81675 München, Einsteinstraße 25, Bau 522 (AG Prof. Hayden (am TranslaTUM))."
Oliver Junge,Prof. Dr. rer. nat.,Professur für Numerik komplexer Systeme,Garching,,http://gaioguy.userweb.mwn.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=94DB643B84B98A96&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Orestis Papakyriakopoulos,Prof. Dr.,Societal Computing,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://www.gov.sot.tum.de/soc,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=5B7DE89893E3FCCA&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology. Address per TUMonline vCard: 80333 München, Arcisstr.   21."
Peter Schüffler,Prof. Dr.,Computational Pathology,Munich city centre,Primary appointment: TUM School of Medicine and Health,https://schuefflerlab.org,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=BE49BB7D93E6BFFC&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Medicine and Health, TUM School of Computation, Information and Technology. Address per TUMonline vCard: 81675 München, Trogerstr.   18 (Group of Computational Pathology)."
Pramod Bhatotia,Prof. Dr.-Ing.,Lehrstuhl für Distributed Systems and Operating Systems,Garching,,https://dse.in.tum.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=788ACEDD11CEF366&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Prof. Dr. Jennifer L.M. Rupp FRSC,Prof.,Elektrochemische Materialien,Garching,Primary appointment: TUM School of Natural Sciences,https://www.ch.nat.tum.de/ecm/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=A2B5E09CA5D0B72B&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Natural Sciences. Address per TUMonline vCard: 85748 Garching b. München, Lichtenbergstr.    4/III (Elektochemische Materialien)."
Prof. Dr. Tilman Michaeli,Prof.,Didaktik der Informatik,Munich city centre,Primary appointment: TUM School of Social Sciences and Technology,https://michae.li/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=4168F0D6DE0CC4E9&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Social Sciences and Technology. Address per TUMonline vCard: 80333 München, Arcisstr.   21 (Prof. Dr. Tilman Michaeli)."
Rainer Kolisch,Prof. Dr.,Operations Management,Munich city centre,Primary appointment: TUM School of Management,https://www.om.wi.tum.de/index.php?id=16,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=9E2F335EA4282F3F&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Management. Address per TUMonline vCard: 80333 München, Arcisstr.   21."
Ralf Brederlow,Prof. Dr.-Ing.,Lehrstuhl für Schaltungsentwurf,Munich city centre,,https://www.professoren.tum.de/brederlow-ralf,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=51DB7CF35234DDFF&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/I (Lehrstuhl für Schaltungsentwurf)."
Reinhard Heckel,Prof. Dr.sc. ETH Zürich,Professur für Machine Learning,Munich city centre,Munich Center for Machine Learning (MCML),https://www.ce.cit.tum.de/mli/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=40D982107C077943&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/I (Professur für Machine Learning)."
Reinhard Kienberger,Prof. Dr.,Laser- und Röntgenphysik,Garching,Primary appointment: TUM School of Natural Sciences,http://www.e11.ph.tum.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=A76D6EAE690F470C&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Natural Sciences. Address per TUMonline vCard: 85748 Garching b. München, James-Franck-Str.    1 (Lehrstuhl für Experimentalphysik E11)."
Reto Achermann,Prof. Dr.sc. ETH Zürich,Professur für Widerstandsfähige Rechensysteme,Garching,,https://retoachermann.ch,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=3574A820DFD42167&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Riccardo Marin,Prof. Dr.,Lehrstuhl für Computer Vision and Artificial Intelligence,Garching,Munich Center for Machine Learning (MCML),,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=B6CBBEDDE09EE6BC&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II. Additional TUM org listed: TUINF28 Informatik 9 - Professur für Machine Learning for Robotics (Marin komm.)."
Robert König,Prof. Dr.,Professur für Theorie komplexer Quantensysteme,Garching,,https://www.math.cit.tum.de/math/personen/professuren/koenig-robert/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=800CCB34B4CB33E0&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Robert Wille,Prof. Dr.-Ing.,Lehrstuhl für Design Automation,Munich city centre,,https://www.cda.cit.tum.de/team/wille/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=CF9DF60C095A95F1&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21/III (Lehrstuhl für Design Automation)."
Rudi Zagst,Prof. Dr.,Lehrstuhl für Finanzmathematik,Garching,,https://www.math.cit.tum.de/en/mathfinance/staff/professors/prof-dr-rudi-zagst/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=0FF2F4780BE44FD6&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Parkring 11/II."
Rüdiger Westermann,Prof. Dr.,Lehrstuhl für Grafik und Visualisierung,Garching,Munich Center for Machine Learning (MCML),https://www.cs.cit.tum.de/cg,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=8E19876E54F03B5E&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Sandra Hirche,Prof. Dr.-Ing.,Lehrstuhl für Informationstechnische Regelung,Munich city centre,,https://www.ce.cit.tum.de/itr/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=F8E4B4CD2678ABC1&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Barerstr.   21/IV (Informationstechnische Regelung)."
Sebastian Steinhorst,Prof. Dr.,Professur für Embedded Systems and Internet of Things,Munich city centre,,https://www.ce.cit.tum.de/esi,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=A91B8DCB32FB928E&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21/IV (Professur Embedded Systems and IoT)."
Sebastian Werner,Prof. Dr.,Professur für Information Systems Engineering,Garching,,,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=6B74AA0B921ED946&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3 (Standort Garching FMI Gebäude). Additional TUM org listed: TUS1332 Professur für Information Systems Engineering (Prof. Werner)."
Seyed Jalal Etesami,Prof. Dr.,Professur für Decision Analytics,Garching,,https://www.cs.cit.tum.de/en/dss/members/prof-jalal-etesami/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=11582B8747F1A812&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Silke Rolles,Prof. Dr.,Professur für Wahrscheinlichkeitstheorie,Garching,,https://www.math.cit.tum.de/math/rolles,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=9C4E2144041FAB5D&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III (Professur für Wahscheinlichkeitstheorie)."
Simon Hegelich,Prof. Dr. (verbatim title unconfirmed),Political Data Science (Hochschule für Politik München / TUM School of Social Sciences and Technology),unclear,Primary appointment: TUM School of Social Sciences and Technology (Hochschule für Politik München); confidence=low,,https://www.cit.tum.de/cit/school/personen/professuren/,"confidence=low. Listed under CIT Zweitmitglieder (secondary members) with a link to https://www.hfp.tum.de/politicaldatascience/team/simon-hegelich/ which returned the HfP homepage rather than a profile (stale link, no 404 but no matching content), and https://www.professoren.tum.de/hegelich-simon returned 404. Could not independently confirm current title, exact chair name, or physical address/campus from a live page within this pass. Publicly known as Professor of Political Data Science at TUM; row written per contract rather than dropped."
Simone Warzel,Prof. Dr.,Lehrstuhl für Mathematische Quantenphysik,Garching,,https://www.math.cit.tum.de/math/personen/professuren/warzel-simone/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=E9E3C0F8B86E163E&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III. Additional TUM org listed: TUS3DP1 Department Physics."
Stefan Bauer,Prof. Dr.,Professur für Algorithmisches Maschinelles Lernen & Erklärbare KI,Garching,Munich Center for Machine Learning (MCML); Helmholtz Foundation Model Initiative (Co-Coordinator); CIFAR Learning in Machines & Brains Fellow,https://scholar.google.de/citations?user=O-oICE8AAAAJ&hl,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=BCD98946BB8681C9&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/I."
Stefan Wagner,Prof. Dr.,Lehrstuhl für Software Engineering,Heilbronn,,https://www.cs.cit.tum.de/se/people/stefan-wagner/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=84DD0DE6E18B8C0A&pPersonenGruppe=3,"Address per TUMonline vCard: 74076 Heilbronn, Bildungscampus    2."
Stefan Weltge,Prof. Dr. rer. nat.,Professur für Diskrete Mathematik,Garching,,https://www.weltge.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=1D83FF14C6BDE5D3&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Stefanie Jegelka,Prof. Dr.,Lehrstuhl für Foundations of Deep Neural Networks,Garching,Munich Center for Machine Learning (MCML),https://mcml.ai/research/groups/jegelka/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=34E1195FF60255B9&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/II."
Stefanie Rinderle-Ma,Prof. Dr. rer. nat.,Lehrstuhl für Wirtschaftsinformatik und Geschäftsprozessmanagement,Garching,,https://www.cs.cit.tum.de/bpm/chair/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=45C55001AF03681B&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Stephan Günnemann,Prof. Dr. rer. nat.,Lehrstuhl für Data Analytics and Machine Learning,Garching,Munich Center for Machine Learning (MCML),https://www.daml.in.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=DC98E68DE90B9891&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3."
Stephan Günther,Prof. Dr.-Ing.,Lehrstuhl für Netzarchitekturen und Netzdienste,Garching,,https://www.net.in.tum.de/members/guenther/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=0681BD7698F59014&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III. Additional TUM org listed: TUINH09 Informatik Heilbronn 9 - Professur für Distributed Systems and Security (Prof. Günther komm.)."
Stephan Krusche,Prof. Dr.,Professur für Applied Education Technologies,Garching,,https://aet.cit.tum.de/krusche,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=6FD2BABEBAFD0045&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I. Additional TUM org listed: TUS1000 TUM School of Computation, Information and Technology."
Stephen Kobourov,Prof. Ph.D.,Lehrstuhl für Efficient Algorithms,Heilbronn,,https://www.professoren.tum.de/kobourov-stephen,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=A1A234171009438A&pPersonenGruppe=3,"Address per TUMonline vCard: 74076 Heilbronn, Bildungscampus    2."
Susanne Albers,Prof. Dr. rer. nat.,Lehrstuhl für Algorithmen und Komplexität,Garching,,https://www.cs.cit.tum.de/ac/personen/albers/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=ABC213D119E06DEB&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Suvrit Sra,Prof. Dr.,Lehrstuhl für Resource Aware Machine Learning,Garching,Munich Center for Machine Learning (MCML),,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=6F89713CB18C68B0&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/II."
Thomas Eibert,Prof. Dr.-Ing.,Lehrstuhl für Hochfrequenztechnik,Munich city centre,,https://www.ee.cit.tum.de/hft/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=37B3A743B2E5A198&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/V."
Thomas Neumann,Prof. Dr. rer. nat.,Lehrstuhl für Data Science and Engineering,Garching,,http://www-db.in.tum.de/~neumann/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=B23578C18CCBD4CF&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Tim Nikolai Hoffmann,Prof. Dr. rer. nat. habil.,Professur für Angewandte computergestützte Mathematik,Garching,,https://timhoffmann.xyz,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=227C93C6FC3D4825&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/III."
Tim Roith,Prof. Dr. rer. nat.,Professur für Optimierung und Datenanalyse,Garching,,,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=DB0D4E7C32EE1BB1&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Tobias Vogl,Prof. Dr. phil.,Professur für Quantum Communication Systems Engineering,Munich city centre,,https://www.ce.cit.tum.de/qcs,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=30604A4738E885AE&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90."
Ulf Schlichtmann,Prof. Dr.-Ing.,Lehrstuhl für Entwurfsautomatisierung,Munich city centre,,https://www.ce.cit.tum.de/eda/personen/ulf-schlichtmann/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2694D5BD02D42FBA&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21/IV."
Ulrich Bauer,Prof. Dr. rer. nat.,Professur für Angewandte und Computergestützte Topologie,Garching,Munich Center for Machine Learning (MCML),https://ulrich-bauer.org,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=96F97DF2BA138989&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II."
Vasilis Ntziachristos,Prof. Dr.,Biologische Bildgebung,Munich city centre,Primary appointment: TUM School of Medicine and Health,,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=96645F6B8D3BE641&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Medicine and Health. Address per TUMonline vCard: 81675 München, Einsteinstr.   25/III (Lehrstuhl für Biologische Bildgebung)."
Viktor Leis,Prof. Dr. rer. nat.,Lehrstuhl für Decentralized Information Systems and Data Management,Garching,,https://www.cs.cit.tum.de/dis/team/prof-dr-viktor-leis/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=86B5D4D1A8778B5A&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/I."
Violetta Weger,Prof. Dr.sc.nat.,Professur für Applied Algebra,Garching,,http://user.math.uzh.ch/weger/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=7FCBE583E0B303D2&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.    3/II. Additional TUM org listed: TUEICOD Professur für Codierung und Kryptographie (Prof. Wachter-Zeh)."
Werner Hemmert,Prof. Dr.-Ing.,Professur für Bioanaloge Informationsverarbeitung,Garching,,http://www.bai.ei.tum.de,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=5102919F0A6BB32C&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Boltzmannstr.   11 (Zentralinstitut für Medizintechnik)."
Wilhelm Wimmer,Prof. Dr.,Experimentelle Audiologie,Munich city centre,Primary appointment: TUM School of Medicine and Health,https://www.exa-lab.org,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=2FFD286ECA27AB12&pPersonenGruppe=3,"Listed under CIT 'Zweitmitglieder' (secondary members) on https://www.cit.tum.de/cit/school/personen/professuren/ ; primary school per professoren.tum.de: TUM School of Medicine and Health. Address per TUMonline vCard: 81675 München, Ismaninger Str.   22 (Klinik und Poliklinik für HNO-Heilkunde)."
Wolfgang Kellerer,Prof. Dr.-Ing.,Lehrstuhl für Kommunikationsnetze,Munich city centre,,https://www.ce.cit.tum.de/en/lkn/home/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=58978AAE2AADD7E4&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Arcisstr.   21/II."
Wolfgang Utschick,Prof. Dr.-Ing.,Lehrstuhl für Methoden der Signalverarbeitung,Munich city centre,,https://www.ce.cit.tum.de/msv/home/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=DB4F5D6330072981&pPersonenGruppe=3,"Address per TUMonline vCard: 80333 München, Theresienstr.   90/I."
Zeynep Akata-Schulz,Prof. Dr.,Lehrstuhl für Interpretable and Reliable Machine Learning,Garching,Munich Center for Machine Learning (MCML); Helmholtz Munich (Helmholtz Institute of Explainable Machine Learning); ELLIS,https://www.eml-munich.de/,https://campus.tum.de/tumonline/visitenkarte.show_vcard?pPersonenId=25068595B7E27B31&pPersonenGruppe=3,"Address per TUMonline vCard: 85748 Garching b. München, Friedrich-Ludwig-Bauer-Str.    5/I."
