name,title_verbatim,group_or_dept,other_affiliations,personal_url,evidence_url,notes
Christoph Pels Leusden,Prof. Dr.-Ing. Christoph Pels Leusden,"Professor (Maschinenbau-Kraftwerkstechnik); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/pels-leusden,https://www.bht-berlin.de/people/detail/1106,"RESEARCH GROUP/LAB: Laborleiter, Konventionelle und erneuerbare Energien (stated on https://www.bht-berlin.de/people/detail/1106) Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Maschinenbau-Kraftwerkstechnik (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/kee."
Nicolas Lewkowicz,Prof. Dr. Nicolas Lewkowicz,Professor (Design mechatronischer und optischer Systeme); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/lewkowicz/,https://www.bht-berlin.de/people/detail/1045,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Gerätetechnik, Optik und Sensorik (stated on https://www.bht-berlin.de/people/detail/1045) Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Design mechatronischer und optischer Systeme (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/gos."
Jan Liesegang,Prof. Jan Liesegang,Professor; Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2795,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2795 (page lists only the professorship and any teaching/committee functions)."
Alexander Lindau,Prof. Dr. rer.nat. Alexander Lindau,"Dekan; Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/lindau/,https://www.bht-berlin.de/people/detail/2063,"RESEARCH GROUP/LAB: Laborleiter, Theater- und Veranstaltungstechnik (stated on https://www.bht-berlin.de/people/detail/2063) Other stated functions: Professor (Theater- und Veranstaltungstechnik), Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Theater- und Veranstaltungstechnik (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/ttv."
Thomas Loewel,Prof. Dr.-Ing. Thomas Loewel,Professor (Mikrocomputertechnik); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2027,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Digitaltechnik (stated on https://www.bht-berlin.de/people/detail/2027) Other stated functions: Studienfachberater, Technische Informatik – Embedded Systems (Bachelor) | Beauftragter für die Praxisphase, Technische Informatik – Embedded Systems (Bachelor) | Beauftragter für die Praxisphase, Medieninformatik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Mikrocomputertechnik (https://www.bht-berlin.de/99). Lab page(s): https://www.bht-berlin.de/labor/detail/dig."
Franziska Loh,Prof. Dr. Franziska Loh,Professorin (Gestaltung von Print und Online-Medien); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1730,"RESEARCH GROUP/LAB: Stellv. Laborleiterin, Drucktechnik und Weiterverarbeitung (stated on https://www.bht-berlin.de/people/detail/1730) Other stated functions: Studienfachberaterin, Druck- und Medientechnik (Master) | Studienfachberaterin, Transformation Design & Print (Master). Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Gestaltung von Print und Online-Medien (https://www.bht-berlin.de/99). Lab page(s): https://www.bht-berlin.de/labor/detail/dtw."
Jochen Lohmiller,Prof. Dr.-Ing. Jochen Lohmiller,Professor (Verkehrswesen); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/lohmiller/,https://www.bht-berlin.de/people/detail/2377,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2377 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Urbane Infrastrukturplanung – Verkehr und Wasser (Master) | Studienfachberater, Urbane Infrastrukturplanung – Verkehr und Wasser (Master). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Verkehrswesen (https://www.bht-berlin.de/87)."
Andreas Loth,Prof. Dr. Andreas Loth,Professor (Design und Realisierung mechatronischer Systeme); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2089,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Konstruktions- und CAD-Technik (stated on https://www.bht-berlin.de/people/detail/2089) Other stated functions: Beauftragter für die praktische Vorbildung, Mechatronik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Design und Realisierung mechatronischer Systeme (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/kocad."
Yury Luchko,Prof. Dr. Yury Luchko,Professor (Mathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://public.bht-berlin.de/~luchko/,https://www.bht-berlin.de/people/detail/530,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/530 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Mathematik (https://www.bht-berlin.de/86)."
Alexander Löser,Prof. Dr.-Ing. habil. Alexander Löser,Professor (Data Science); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/loeser/,https://www.bht-berlin.de/people/detail/1520,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1520 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Data Science (https://www.bht-berlin.de/99)."
Martin von Löwis,Prof. Dr. rer. nat. Martin von Löwis,Studiendekan; Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1398,"RESEARCH GROUP/LAB: Laborleiter, Informatik-Service | Stellv. Laborleiter, Pervasive Systems Engineering (stated on https://www.bht-berlin.de/people/detail/1398) Other stated functions: Prodekan, Fachbereich VI – Informatik und Medien | Professor (Software-Entwicklung), Fachbereich VI – Informatik und Medien | Vertreter der Professoren und Professorinnen, Fachbereichsrat VI. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Software-Entwicklung (https://www.bht-berlin.de/99). Lab page(s): https://www.bht-berlin.de/labor/detail/lis https://www.bht-berlin.de/labor/detail/pse."
Carsten Lübke,Prof. Dr. rer. nat. Carsten Lübke,Professor (Biochemie und Zellkulturtechnik); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1202,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1202 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Biochemie und Zellkulturtechnik (https://www.bht-berlin.de/98)."
Jens Lüdeke,Prof. Dr. Jens Lüdeke,Professor (Urbaner Raum und Landschaft); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1981,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1981 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberater, Landschaftsarchitektur (Bachelor) | Beauftragter für die Praxisphase, Landschaftsarchitektur (Bachelor) | Vertreter der Professoren und Professorinnen, Fachbereichsrat V. Denomination (Lehrgebiet) on the Fachbereich V Personen list: Urbaner Raum und Landschaft (https://www.bht-berlin.de/98)."
Dragan Macos,Prof. Dr. Dragan Macos,Professor (Software-Engineering); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/macos/,https://www.bht-berlin.de/people/detail/532,"RESEARCH GROUP/LAB: Laborleiter, Pervasive Systems Engineering | Stellv. Laborleiter, Informatik-Service (stated on https://www.bht-berlin.de/people/detail/532) Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Software-Engineering (https://www.bht-berlin.de/99). Lab page(s): https://www.bht-berlin.de/labor/detail/lis https://www.bht-berlin.de/labor/detail/pse."
Christian Maerker,Prof. Dr.-Ing. Christian Maerker,Professor (Wasserbau und Wasserwirtschaft); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2764,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2764 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Wasserbau und Wasserwirtschaft (https://www.bht-berlin.de/87)."
Koshan Mahdi,Prof. Dipl.-Ing. Koshan Mahdi,Professor (Elektronische Systeme in der Elektromobilität); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2126,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2126 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Praxisphase, Elektromobilität (Bachelor) | Vertreter der Professoren und Professorinnen, Akademischer Senat | Vertreter der Professoren und Professorinnen, Akademische Versammlung. Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Elektronische Systeme in der Elektromobilität (https://www.bht-berlin.de/100)."
Christian Meltendorf,Prof. Dr. med. habil. Christian Meltendorf,"Professor (Ophthalmologie, Physiologische Optik und Optometrie); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/meltendorf/,https://www.bht-berlin.de/people/detail/1746,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Optometrie (stated on https://www.bht-berlin.de/people/detail/1746) Other stated functions: Studienfachberater, Augenoptik/Optometrie (Master). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Ophthalmologie, Physiologische Optik und Optometrie (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/optm."
Tobias Merkel,Prof. Dr.-Ing. Tobias Merkel,"Professor (Elektronik, System- und Regelungstechnik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/merkel/,https://www.bht-berlin.de/people/detail/552,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Elektronik und Hochfrequenztechnik (stated on https://www.bht-berlin.de/people/detail/552) Other stated functions: Studienfachberater, Elektrotechnik (Bachelor) | Beauftragter für die Praxisphase, Elektrotechnik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Elektronik, System- und Regelungstechnik (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/elhf."
Tim Mielke,Prof. Dr.-Ing. Tim Mielke,"Professor (Produktionssysteme und Fabrikplanung); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/2065,"RESEARCH GROUP/LAB: Laborleiter, CAE und Simulation - CAVE (stated on https://www.bht-berlin.de/people/detail/2065) Other stated functions: Auslandskoordinator, Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik. Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Produktionssysteme und Fabrikplanung (https://www.bht-berlin.de/101). Lab page(s): https://www.bht-berlin.de/labor/detail/cae."
Natalie Milahin,Prof. Dr.-Ing. Natalie Milahin,Professorin (Fertigungsverfahren und Qualitätsmanagement in der Mechatronik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2379,"RESEARCH GROUP/LAB: Stellv. Laborleiterin, Fertigungsverfahren der Mechatronik (stated on https://www.bht-berlin.de/people/detail/2379) Other stated functions: Nebenberufliche Frauen- und Gleichstellungsbeauftragte, Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie. Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Fertigungsverfahren und Qualitätsmanagement in der Mechatronik (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/fvm."
Hansjörg Mixdorff,Prof. Dr. Hansjörg Mixdorff,Professor (Digitale AV-Technik und Sprachverarbeitung); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,http://public.bht-berlin.de/~hmixdorff/,https://www.bht-berlin.de/people/detail/562,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/562 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Praxisphase, Medieninformatik (Bachelor) | Beauftragter für die Praxisphase, Technische Informatik – Embedded Systems (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Digitale AV-Technik und Sprachverarbeitung (https://www.bht-berlin.de/99)."
Andreas Modler,Prof. Dr. rer. nat. Andreas Modler,Professor; Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/modler/,https://www.bht-berlin.de/people/detail/1747,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1747 (page lists only the professorship and any teaching/committee functions)."
Marco Munstermann,Prof. Dr. Marco Munstermann,Professor; Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/munstermann/,https://www.bht-berlin.de/people/detail/2025,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2025 (page lists only the professorship and any teaching/committee functions)."
Jens Mäder,Prof. Dr. rer. nat. Jens Mäder,Professor (Lebensmitteltechnologie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2301,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2301 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Lebensmitteltechnologie (https://www.bht-berlin.de/98)."
Matthias Möller,Prof. Dr. rer. nat. habil. Matthias Möller,"Professor (Kartographie, GIS, Fernerkundung); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/moeller,https://www.bht-berlin.de/people/detail/1192,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1192 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Kartographie, GIS, Fernerkundung (https://www.bht-berlin.de/87)."
Marlene Müller,Prof. Dr. Marlene Müller,Professorin (Angewandte Statistik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/mmueller/,https://www.bht-berlin.de/people/detail/1133,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1133 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragte für die Praxisphase, Mathematik (Bachelor) | Beauftragte für die Praxisphase, Angewandte Mathematik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Angewandte Statistik (https://www.bht-berlin.de/86)."
Carola Müller,Prof. Dr. Carola Müller,Professorin (Lebensmittelchemie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/cmueller/,https://www.bht-berlin.de/people/detail/1155,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1155 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Lebensmittelchemie (https://www.bht-berlin.de/98)."
Michael Müller,Prof. Dr. rer. pol. Michael Müller,Professor (Unternehmensführung); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/2429,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2429 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberater, Wirtschaftsingenieurwesen/Bau (Bachelor) | Studienfachberater, Wirtschaftsingenieurwesen/Bautechnik und -management (Master) | Vertreter der Professoren und Professorinnen, Fachbereichsrat I. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Unternehmensführung (https://www.bht-berlin.de/30)."
Frank Neumann,Prof. Dr.-Ing. Frank Neumann,Professor (Massivbau / Statik); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/neumann/,https://www.bht-berlin.de/people/detail/1903,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1903 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Konstruktiver Hoch- und Ingenieurbau (Master) | Studienfachberater, Konstruktiver Hoch- und Ingenieurbau (Master) | BAföG-Beauftragter, Bauingenieurwesen (Bachelor) | BAföG-Beauftragter, Umweltingenieurwesen – Bau (Bachelor). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Massivbau / Statik (https://www.bht-berlin.de/87)."
Bri Newesely,Prof. Dr.-Ing. Bri Newesely,"Professorin (Szenographie und Theaterbau); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/581,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/581 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragte für die Praxisphase, Theater- und Veranstaltungstechnik und -management (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Szenographie und Theaterbau (https://www.bht-berlin.de/101)."
Michael Niedermayer,Prof. Dr.-Ing. Dr. rer. oec. Michael Niedermayer,Professor (Elektrotechnik und Messtechnik); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/niedermayer/,https://www.bht-berlin.de/people/detail/1680,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Elektromobilität und Smart Systems (stated on https://www.bht-berlin.de/people/detail/1680) Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Elektrotechnik und Messtechnik (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/ems."
Martin Oellrich,Prof. Dr. Martin Oellrich,Professor (Mathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/oellrich,https://www.bht-berlin.de/people/detail/1000,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1000 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Mathematik (https://www.bht-berlin.de/86)."
Thomas Off,Prof. Dr. Thomas Off,Professor (Angewandte Informatik); Fachbereich VI – Informatik und Medien; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/off,https://www.bht-berlin.de/people/detail/1359,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/1359 (page lists only the professorship and any teaching/committee functions). Other stated functions: Digitalisierungsbeauftragter, Fachbereich VI – Informatik und Medien. Denomination (Lehrgebiet) on the Fachbereich VI Personen list: Angewandte Informatik (https://www.bht-berlin.de/99)."
Yasmin Olteanu,Prof. Dr. Yasmin Olteanu,Professorin (Betriebswirtschaftslehre / Entrepreneurship); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/olteanu/,https://www.bht-berlin.de/people/detail/2175,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2175 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberaterin, Betriebswirtschaftslehre – Digitale Wirtschaft (Bachelor) | Vertreterin der Professoren und Professorinnen, Fachbereichsrat I | Vertreterin der Professoren und Professorinnen, Kommission für Forschung und Förderung des wissenschaftlichen Nachwuchses. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Entrepreneurship (https://www.bht-berlin.de/30)."
Karl Michael Ortmann,Prof. Dr. Karl Michael Ortmann,Professor (Mathematik); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,http://prof.bht-berlin.de/ortmann/,https://www.bht-berlin.de/people/detail/588,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/588 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich II Personen list: Mathematik (https://www.bht-berlin.de/86)."
Claudia Pacholski,Prof. Dr. Claudia Pacholski,Professorin (Anorganische und Analytische Chemie); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/pacholski/,https://www.bht-berlin.de/people/detail/2428,"RESEARCH GROUP/LAB: Laborleiterin, Anorganische und Analytische Chemie und Service (stated on https://www.bht-berlin.de/people/detail/2428) Denomination (Lehrgebiet) on the Fachbereich II Personen list: Anorganische und Analytische Chemie (https://www.bht-berlin.de/86). Lab page(s): https://www.bht-berlin.de/labor/detail/aoc."
Jana Panašková,Prof. Dr.-Ing. Jana Panašková,"Professorin (Gebäudetechnik, Gebäudemanagement, Energiemanagement); Fachbereich IV – Architektur und Gebäudetechnik; Berliner Hochschule für Technik (BHT)",,,https://www.bht-berlin.de/people/detail/2656,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2656 (page lists only the professorship and any teaching/committee functions). Denomination (Lehrgebiet) on the Fachbereich IV Personen list: Gebäudetechnik, Gebäudemanagement, Energiemanagement (https://www.bht-berlin.de/97)."
Anja R. Paschedag,Prof. Dr. habil. Anja R. Paschedag,"Professorin (Reaktionstechnik); Fachbereich VIII – Maschinenbau, Veranstaltungstechnik, Verfahrenstechnik; Berliner Hochschule für Technik (BHT)",,https://prof.bht-berlin.de/paschedag/,https://www.bht-berlin.de/people/detail/858,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/858 (page lists only the professorship and any teaching/committee functions). Other stated functions: Studienfachberaterin, Verfahrens- und Umwelttechnik (Bachelor) | Studienfachberaterin, Verfahrenstechnik (Master) | Studienfachberaterin, Green Engineering – Verfahrenstechnik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VIII Personen list: Reaktionstechnik (https://www.bht-berlin.de/101)."
Annette Pattloch,Prof. Dr. phil. Annette Pattloch,Professorin (Betriebswirtschaftslehre / Marketing); Fachbereich I – Wirtschafts- und Gesellschaftswissenschaften; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/pattloch/,https://www.bht-berlin.de/people/detail/593,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/593 (page lists only the professorship and any teaching/committee functions). Other stated functions: Beauftragte für die Praxisphase, Betriebswirtschaftslehre – Digitale Wirtschaft (Bachelor) | Vertreterin der Professoren und Professorinnen, Fachbereichsrat I | Vertreterin der Professoren und Professorinnen, Akademische Versammlung. Denomination (Lehrgebiet) on the Fachbereich I Personen list: Betriebswirtschaftslehre / Marketing (https://www.bht-berlin.de/30)."
Jörg Patzak,Prof. Dr.-Ing. Jörg Patzak,Professor (Verkehrswegebau ); Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/patzak/,https://www.bht-berlin.de/people/detail/2066,"RESEARCH GROUP/LAB: Laborleiter, Prüfstelle für Asphalte (stated on https://www.bht-berlin.de/people/detail/2066) Other stated functions: Beauftragter für die Anerkennung von Studienleistungen, Bauingenieurwesen (Bachelor). Denomination (Lehrgebiet) on the Fachbereich III Personen list: Verkehrswegebau (https://www.bht-berlin.de/87). Lab page(s): https://www.bht-berlin.de/labor/detail/asp."
Daniel Pepper,Prof. Dr.-Ing. Daniel Pepper,"Professor (Hochspannungstechnik, Schaltgerätetechnik, Elektromagnetische Verträglichkeit); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/pepper/,https://www.bht-berlin.de/people/detail/931,"RESEARCH GROUP/LAB: Stellv. Laborleiter, Elektrotechnik (stated on https://www.bht-berlin.de/people/detail/931) Other stated functions: Beauftragter für die Praxisphase, Elektrotechnik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Hochspannungstechnik, Schaltgerätetechnik, Elektromagnetische Verträglichkeit (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/elt."
Sebastian Pepper,Prof. Dr. Sebastian Pepper,Prodekan; Fachbereich III – Bauingenieur- und Geoinformationswesen; Berliner Hochschule für Technik (BHT),,https://prof.bht-berlin.de/spepper/,https://www.bht-berlin.de/people/detail/2303,"No research group, lab or Forschungsschwerpunkt leadership stated on https://www.bht-berlin.de/people/detail/2303 (page lists only the professorship and any teaching/committee functions). Other stated functions: Professor (Baumanagement und Baubetrieb ), Fachbereich III – Bauingenieur- und Geoinformationswesen | Auslandskoordinator, Fachbereich III – Bauingenieur- und Geoinformationswesen für die Studiengänge des Bauingenieurwesens. Denomination (Lehrgebiet) on the Fachbereich III Personen list: Baumanagement und Baubetrieb (https://www.bht-berlin.de/87)."
Jochen Pfeifer,Prof. Dr. Jochen Pfeifer,Professor (Organische Chemie); Fachbereich II – Mathematik – Physik – Chemie; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1290,"RESEARCH GROUP/LAB: Laborleiter, Organische Chemie (stated on https://www.bht-berlin.de/people/detail/1290) Denomination (Lehrgebiet) on the Fachbereich II Personen list: Organische Chemie (https://www.bht-berlin.de/86). Lab page(s): https://www.bht-berlin.de/labor/detail/oc."
Claudia Pickardt,Prof. Dr. Claudia Pickardt,Professorin (Lebensmitteltechnologie); Fachbereich V – Life Sciences and Technology; Berliner Hochschule für Technik (BHT),,,https://www.bht-berlin.de/people/detail/1896,"RESEARCH GROUP/LAB: Laborleiterin, Lebensmitteltechnologie und -verfahrenstechnik (stated on https://www.bht-berlin.de/people/detail/1896) Other stated functions: Beauftragte für die Praxisphase, Lebensmitteltechnologie (Bachelor). Denomination (Lehrgebiet) on the Fachbereich V Personen list: Lebensmitteltechnologie (https://www.bht-berlin.de/98). Lab page(s): https://www.bht-berlin.de/labor/detail/lmg."
Karsten Pietsch,Prof. Dr.-Ing. Karsten Pietsch,"Professor (Design, Analyse und Implementierung mechatronischer Systeme); Fachbereich VII – Elektrotechnik – Mechatronik – Optometrie; Berliner Hochschule für Technik (BHT)",,http://prof.bht-berlin.de/pietsch/,https://www.bht-berlin.de/people/detail/1193,"RESEARCH GROUP/LAB: Laborleiter, Konstruktions- und CAD-Technik (stated on https://www.bht-berlin.de/people/detail/1193) Other stated functions: Studienfachberater, Mechatronik (Master) | Beauftragter für die Praxisphase, Mechatronik (Bachelor). Denomination (Lehrgebiet) on the Fachbereich VII Personen list: Design, Analyse und Implementierung mechatronischer Systeme (https://www.bht-berlin.de/100). Lab page(s): https://www.bht-berlin.de/labor/detail/kocad."
