name,affiliation,country,orcid,dblp_pid,matched_by,core_papers,extended_papers,venues,last_year,homepage
Matthijs van Leeuwen,Leiden University,nl,0000-0002-0510-3549,79/7008,orcid,4,0,AAAI;NeurIPS,2026,https://patternsthatmatter.org
Max J. van Duijn,Leiden University,nl,,251/3529,name,1,1,ACL;EMNLP,2023,https://www.mjvd.nl
Michael S. Lew,Leiden University,nl,,31/992,name,4,4,AAAI;CVPR;ICASSP;TPAMI,2024,https://press.liacs.nl/mlew
Mike Preuss,Leiden University,nl,,p/MikePreuss,name,3,0,ICLR;JMLR;TMLR,2025,https://www.universiteitleiden.nl/en/staffmembers/mike-preuss#tab-2
Mitra Baratchi,Leiden University,nl,0000-0002-1279-9310,136/0123,orcid,1,0,AAAI,2026,https://www.mitrabaratchi.com
Niki van Stein,Leiden University,nl,,169/3047,name,3,0,AAAI;NeurIPS;TMLR,2026,https://www.universiteitleiden.nl/en/staffmembers/niki-van-stein/publications#tab-2
Olga Gadyatskaya,Leiden University,nl,,77/6173,name,1,0,AAAI,2024,https://ogadyatskaya.github.io
Peter van der Putten,Leiden University,nl,,91/5469,name,0,0,,,https://liacs.leidenuniv.nl/~puttenpwhvander
Saber Salehkaleybar,Leiden University,nl,0000-0003-3934-9931,44/7997,orcid,15,0,AAAI;AISTATS;ICML;JMLR;NeurIPS;TMLR;UAI,2026,https://sabersalehk.github.io
Suzan Verberne,Leiden University,nl,0000-0002-9609-9505,86/5095,orcid,8,16,ACL;EACL;EMNLP;NAACL;NeurIPS;RecSys;SIGIR;WWW,2026,https://liacs.leidenuniv.nl/~verbernes
Tessa Verhoef,Leiden University,nl,0000-0002-1219-3730,35/7180,name,4,1,EMNLP;IJCAI;NeurIPS;TACL,2025,https://sites.google.com/view/tessa-verhoef/home
Thomas Bäck,Leiden University,nl,0000-0001-6768-1478,b/ThomasBack,orcid,4,0,AAAI;ECCV;TMLR,2026,https://www.universiteitleiden.nl/en/staffmembers/thomas-back#tab-2
Todor P. Stefanov,Leiden University,nl,0000-0001-6006-9366,58/5739,orcid,0,0,,,https://liacs.leidenuniv.nl/~stefanovtp
Vedran Dunjko,Leiden University,nl,,82/8260,name,5,0,ICLR;ICML;NeurIPS,2025,https://sites.google.com/view/quantumatliacs
Walter A. Kosters,Leiden University,nl,,,,0,0,,,https://www.universiteitleiden.nl/en/staffmembers/walter-kosters#tab-2
Wessel Kraaij,Leiden University,nl,0000-0001-7797-619X,k/WesselKraaij,orcid,0,0,,,https://liacs.leidenuniv.nl/~kraaijw
Wojtek Kowalczyk,Leiden University,nl,,90/3558,name,0,0,,,https://www.universiteitleiden.nl/en/staffmembers/wojtek-kowalczyk/publications#tab-3
Zhaochun Ren,Leiden University,nl,0000-0002-9076-6565,58/10440,orcid,28,56,AAAI;ACL;EACL;EMNLP;ICLR;KDD;NAACL;NeurIPS;RecSys;SIGIR;WWW,2026,https://renzhaochun.github.io
Cameron Browne,Maastricht University,nl,,54/3492,name,1,0,TMLR,2023,http://cambolbro.com
Christof Seiler,Maastricht University,nl,0000-0001-8802-3642,83/7425,name,2,0,NeurIPS,2023,http://christofseiler.github.io
Dimitrios Rafailidis,Maastricht University,nl,0000-0002-7366-3716,46/7258,orcid,0,1,RecSys,2021,http://www.drafail.eu
Evgueni N. Smirnov,Maastricht University,nl,,s/EvgueniNSmirnov,name,0,0,,,https://www.maastrichtuniversity.nl/smirnov
Evgueni Nikolaevich Smirnov,Maastricht University,nl,,s/EvgueniNSmirnov,name,0,0,,,https://www.maastrichtuniversity.nl/smirnov
Frank Thuijsman,Maastricht University,nl,,71/1584,name,0,0,,,https://dke.maastrichtuniversity.nl/f.thuijsman/site
Gerasimos Spanakis,Maastricht University,nl,0000-0002-0799-0241,43/7739,orcid,9,4,AAAI;ACL;EACL;EMNLP,2025,https://dke.maastrichtuniversity.nl/jerry.spanakis
Gerhard Weiss 0001,Maastricht University,nl,,07/2055,name,1,1,AAMAS;UAI,2024,http://www.weiss-gerhard.info
Gijs Schoenmakers,Maastricht University,nl,,86/7059,name,0,0,,,https://dke.maastrichtuniversity.nl/gm.schoenmakers
Jan Paredis,Maastricht University,nl,,58/2013,name,0,0,,,https://www.maastrichtuniversity.nl/j.paredis
Jos Uiterwijk,Maastricht University,nl,0000-0002-4166-3412,60/2488,name,0,0,,,https://dke.maastrichtuniversity.nl/jos.uiterwijk
Jos W. H. M. Uiterwijk,Maastricht University,nl,,60/2488,name,0,0,,,https://dke.maastrichtuniversity.nl/jos.uiterwijk
Joël M. H. Karel,Maastricht University,nl,,00/3924,name,0,0,,,https://dke.maastrichtuniversity.nl/joel.karel
Katerina Stankova,Maastricht University,nl,0000-0002-4519-0325,54/10016,orcid,0,0,,,http://www.stankova.net
Katerina Stanková,Maastricht University,nl,,54/10016,name,0,0,,,http://www.stankova.net
Kurt Driessens,Maastricht University,nl,0000-0001-7871-2495,59/4191,name,1,0,TMLR,2026,https://www.maastrichtuniversity.nl/kurt.driessens
Mark H. M. Winands,Maastricht University,nl,0000-0002-0125-0824,32/436,orcid,1,1,AAAI;ECAI,2025,https://dke.maastrichtuniversity.nl/m.winands
Matús Mihalák,Maastricht University,nl,,39/6388,name,0,0,,,https://dke.maastrichtuniversity.nl/matus.mihalak
Michel Dumontier,Maastricht University,nl,0000-0003-4727-9435,d/MichelDumontier,orcid,0,1,ICASSP,2023,https://www.maastrichtuniversity.nl/michel.dumontier
Michel Justin Dumontier,Maastricht University,nl,,d/MichelDumontier,name,0,1,ICASSP,2023,https://www.maastrichtuniversity.nl/michel.dumontier
Nico Roos,Maastricht University,nl,,46/5656,name,0,0,,,https://dke.maastrichtuniversity.nl/nico.roos
Pieter Collins,Maastricht University,nl,,35/1866,name,0,0,,,https://dke.maastrichtuniversity.nl/pieter.collins
Pieter J. Collins,Maastricht University,nl,,35/1866,name,0,0,,,https://dke.maastrichtuniversity.nl/pieter.collins
Pietro Bonizzi,Maastricht University,nl,,50/11508,name,0,0,,,https://www.maastrichtuniversity.nl/pietro.bonizzi
Rachel Cavill,Maastricht University,nl,0000-0002-3796-1687,98/208,name,0,0,,,https://www.maastrichtuniversity.nl/rachel.cavill
Ralf L. M. Peeters,Maastricht University,nl,,14/922,name,0,0,,,https://www.maastrichtuniversity.nl/ralf.peeters
Ralf Peeters,Maastricht University,nl,,14/922,name,0,0,,,https://www.maastrichtuniversity.nl/ralf.peeters
Rico Moeckel,Maastricht University,nl,0000-0001-5497-3754,73/6552,orcid,0,0,,,https://www.maastrichtuniversity.nl/rico.mockel
Rico Möckel,Maastricht University,nl,,73/6552,name,0,0,,,https://www.maastrichtuniversity.nl/rico.mockel
Ronald L. Westra,Maastricht University,nl,,23/5566,name,0,0,,,https://dke.maastrichtuniversity.nl/ronald.westra
Siamak Mehrkanoon,Maastricht University,nl,,96/9472,name,0,0,,,https://sites.google.com/view/siamak-mehrkanoon/homepage
Stelios Asteriadis,Maastricht University,nl,,77/6811,name,0,0,,,https://dke.maastrichtuniversity.nl/stelios.asteriadis
Steven Kelk,Maastricht University,nl,,31/4697,name,0,0,,,http://skelk.sdf-eu.org
Steven M. Kelk,Maastricht University,nl,,31/4697,name,0,0,,,http://skelk.sdf-eu.org
Stylianos Asteriadis,Maastricht University,nl,,77/6811,name,0,0,,,https://dke.maastrichtuniversity.nl/stelios.asteriadis
Antal van den Bosch,Radboud University,nl,0000-0003-2493-656X,b/AvdBosch,orcid,0,1,Nature Machine Intelligence,2023,http://antalvandenbosch.ruhosting.nl
Arjen P. de Vries,Radboud University,nl,0000-0002-2888-4202,v/ArjenPdeVries,orcid,0,12,ACL;SIGIR,2026,https://www.ru.nl/personen/vries-a-de
Bart Jacobs 0001,Radboud University,nl,,j/BartJacobs1,name,0,2,CHI,2026,http://www.cs.ru.nl/B.Jacobs
Bart Mennink,Radboud University,nl,0000-0001-6679-1878,50/8321,name,0,0,,,http://www.cs.ru.nl/~bmennink/index.php
Bart P. F. Jacobs,Radboud University,nl,,j/BartJacobs1,name,0,2,CHI,2026,http://www.cs.ru.nl/B.Jacobs
Bert Kappen,Radboud University,nl,,79/2092,name,0,0,,,http://www.snn.ru.nl/~bertk
Bram van Ginneken,Radboud University,nl,0000-0003-2028-8972,05/55,orcid,1,0,TPAMI,2022,http://www.diagnijmegen.nl/index.php/Bram_van_Ginneken
Clara I. Sánchez,Radboud University,nl,,28/4455,name,0,1,ECAI,2024,http://diagnijmegen.nl/index.php/Person?name=Clarisa_S%C3%A1nchez
Cynthia Kop,Radboud University,nl,,01/3861,name,0,0,,,https://www.cs.ru.nl/~cynthiakop/index_en.html
David van Leeuwen,Radboud University,nl,,,,0,0,,,https://www.ru.nl/english/people/leeuwen-d-van
Djoerd Hiemstra,Radboud University,nl,0000-0003-4967-2900,19/3140,orcid,1,2,EACL;SIGIR,2025,https://djoerdhiemstra.com
Eelco Herder,Radboud University,nl,0000-0003-0107-299X,40/3446,orcid,0,0,,,https://www.eelcoherder.com
Elena Marchiori,Radboud University,nl,0000-0003-1056-8321,m/ElenaMarchiori,name,0,2,ICASSP;MICCAI,2022,http://www.cs.ru.nl/~elenam
Engelbert Hubbers,Radboud University,nl,0000-0002-6182-6493,22/5358,name,0,0,,,http://www.cs.ru.nl/E.Hubbers
Eric R. Verheul,Radboud University,nl,,80/1818,name,0,0,,,http://www.cs.ru.nl/E.Verheul
Erik Poll,Radboud University,nl,,p/ErikPoll,name,0,0,,,http://www.cs.ru.nl/E.Poll
Faegheh Hasibi,Radboud University,nl,0009-0006-9986-482X,118/9049,name,1,15,ACL;EMNLP;SIGIR;WWW,2026,http://hasibi.com
Frederik J. Zuiderveen Borgesius,Radboud University,nl,,126/2663,name,0,0,,,https://www.ivir.nl/employee/zuiderveen-borgesius
Freek Wiedijk,Radboud University,nl,,69/529,name,0,0,,,http://www.cs.ru.nl/~freek
Frits W. Vaandrager,Radboud University,nl,,v/FritsWVaandrager,name,0,0,,,http://www.cs.ru.nl/~fvaan
Gunes Acar,Radboud University,nl,0000-0002-1621-8333,136/8452,name,0,3,CHI;WWW,2024,https://gunesacar.net
H. J. Kappen,Radboud University,nl,,79/2092,name,0,0,,,http://www.snn.ru.nl/~bertk
Hans van Halteren,Radboud University,nl,,h/HansvanHalteren,name,0,0,,,https://www.ru.nl/english/people/halteren-b-van
Harrie Oosterhuis,Radboud University,nl,0000-0002-0458-9233,166/3041,orcid,6,22,AAAI;EMNLP;ICML;IJCAI;KDD;RecSys;SIGIR;TMLR;WWW,2026,https://harrieo.github.io
Helmer Strik,Radboud University,nl,0000-0003-1722-3465,68/1093,orcid,16,2,ICASSP;Interspeech,2025,https://www.ru.nl/english/people/strik-w
Henk van den Heuvel,Radboud University,nl,,77/2729,name,1,0,Interspeech,2025,https://www.ru.nl/english/people/heuvel-h-van-den
Herman Geuvers,Radboud University,nl,0000-0003-2522-2980,47/2251,orcid,0,0,,,http://www.cs.ru.nl/~herman
Hilbert J. Kappen,Radboud University,nl,,79/2092,name,0,0,,,http://www.snn.ru.nl/~bertk
J. E. W. Smetsers,Radboud University,nl,,s/SjaakSmetsers,name,0,0,,,http://www.cs.ru.nl/S.Smetsers
Jaap-Henk Hoepman,Radboud University,nl,,h/JaapHenkHoepman,name,0,0,,,http://www.cs.ru.nl/~jhh
Jan Tretmans,Radboud University,nl,,06/4485,name,0,0,,,http://www.cs.ru.nl/~tretmans
Joan Daemen,Radboud University,nl,0000-0002-4102-0775,93/3962,orcid,0,0,,,https://cs.ru.nl/~joan
Jonas Teuwen,Radboud University,nl,,213/7835,name,4,6,CVPR;ICCV;MICCAI,2025,http://diagnijmegen.nl/index.php/Person?name=Jonas_Teuwen
Jozef Hooman,Radboud University,nl,,h/JozefHooman,name,0,0,,,http://www.cs.ru.nl/~hooman
Jurriaan Rot,Radboud University,nl,0000-0002-1404-6232,116/4873,orcid,0,0,,,http://jurriaan.me
Lejla Batina,Radboud University,nl,0000-0003-0727-3573,67/1939,orcid,0,0,,,http://www.cs.ru.nl/~lejla
Marcel A. J. van Gerven,Radboud University,nl,,12/6565,name,5,0,AISTATS;ICML;NeurIPS;TMLR,2024,https://www.ru.nl/english/people/gerven-m-van
Marcel van Gerven,Radboud University,nl,,12/6565,name,5,0,AISTATS;ICML;NeurIPS;TMLR,2024,https://www.ru.nl/english/people/gerven-m-van
Marko C. J. D. van Eekelen,Radboud University,nl,,83/2290,name,0,0,,,http://www.cs.ru.nl/~marko
Martha A. Larson,Radboud University,nl,,75/107,name,4,4,ACL;ICASSP;ICML;Interspeech;NAACL;NeurIPS;WWW,2025,http://homepage.tudelft.nl/q22t4
Martha Larson,Radboud University,nl,,426/8621,name,0,0,,,http://homepage.tudelft.nl/q22t4
Max Hinne,Radboud University,nl,0000-0002-9279-6725,15/7185,name,1,0,AISTATS,2021,http://www.cs.ru.nl/~mhinne
Mireille Hildebrandt,Radboud University,nl,0000-0003-4558-9149,21/11335,orcid,0,0,,,https://works.bepress.com/mireille_hildebrandt
Nelleke Oostdijk,Radboud University,nl,,93/0,name,1,0,ACL,2026,https://www.ru.nl/english/people/oostdijk-n
Nico Karssemeijer,Radboud University,nl,,09/93,name,0,0,,,http://www.diagnijmegen.nl/index.php/Nico_Karssemeijer
Patrick van Bommel,Radboud University,nl,0009-0005-9384-7183,b/PvBommel,orcid,0,0,,,http://www.cs.ru.nl/P.vanBommel
Perry Groot,Radboud University,nl,,31/3145,name,0,0,,,https://www.cs.ru.nl/~perry
Peter Achten,Radboud University,nl,,37/1432,name,0,0,,,http://www.cs.ru.nl/P.Achten
Pieter W. M. Koopman,Radboud University,nl,,69/2176,name,0,0,,,http://www.cs.ru.nl/~pieter
Robbert Krebbers,Radboud University,nl,0000-0002-1185-5237,96/8576,orcid,0,0,,,http://robbertkrebbers.nl
Sebastian Junges,Radboud University,nl,0000-0003-0978-8466,115/4386,orcid,11,0,AAAI;IJCAI;RSS;UAI,2026,https://sjunges.github.io
Simona Samardjiska,Radboud University,nl,,33/10867,name,0,0,,,http://samardjiska.org
Sjaak Smetsers,Radboud University,nl,,s/SjaakSmetsers,name,0,0,,,http://www.cs.ru.nl/S.Smetsers
Stefan Frank,Radboud University,nl,,10/4955,name,0,0,,,https://www.ru.nl/english/people/frank-s
