name,affiliation,country,homepage,scholarid,orcid
Loraine Clarke,University of St Andrews,gb,https://www.st-andrews.ac.uk/computer-science/people/lec24,4UKVniEAAAAJ,0000-0001-9213-1013
Mark-Jan Nederhof,University of St Andrews,gb,https://mjn.host.cs.st-andrews.ac.uk,lGHn0JUAAAAJ,0000-0002-1845-6829
Marwan Fayed,University of St Andrews,gb,https://mf208.host.cs.st-andrews.ac.uk,dx8XiVwAAAAJ,0000-0002-0970-7972
Marwan M. Fayed,University of St Andrews,gb,https://mf208.host.cs.st-andrews.ac.uk,dx8XiVwAAAAJ,
Mike Weir,University of St Andrews,gb,https://mkw.host.cs.st-andrews.ac.uk,NOSCHOLARPAGE,
Ognjen Arandjelovic,University of St Andrews,gb,https://oa7.host.cs.st-andrews.ac.uk,NOSCHOLARPAGE,0000-0002-9314-194X
Olexandr Konovalov,University of St Andrews,gb,https://alex-konovalov.github.io,EH74mBQAAAAJ,
Ozgur Akgun,University of St Andrews,gb,https://ozgurakgun.github.io,heG7k-gAAAAJ,
Richard Connor,University of St Andrews,gb,https://www.st-andrews.ac.uk/computer-science/people/rchc,wtJy4BEAAAAJ,0000-0003-4734-8103
Ruth Hoffmann,University of St Andrews,gb,https://www.st-andrews.ac.uk/computer-science/people/rh347,eQQKLD8AAAAJ,0000-0002-1011-5894
Ruth Letham,University of St Andrews,gb,https://rah11.host.cs.st-andrews.ac.uk,NOSCHOLARPAGE,
Saleem Bhatti,University of St Andrews,gb,https://saleem.host.cs.st-andrews.ac.uk,0JYLOawAAAAJ,
Saleem N. Bhatti,University of St Andrews,gb,https://saleem.host.cs.st-andrews.ac.uk,0JYLOawAAAAJ,
Simon A. Dobson,University of St Andrews,gb,https://simondobson.org,AbJrH_EAAAAJ,0000-0001-9633-2103
Simon Dobson,University of St Andrews,gb,https://simondobson.org,AbJrH_EAAAAJ,
Steve Linton,University of St Andrews,gb,https://sal.host.cs.st-andrews.ac.uk,DtnwP5MAAAAJ,
Susmit Sarkar,University of St Andrews,gb,https://ss265.host.cs.st-andrews.ac.uk,j4LMPLwAAAAJ,0000-0002-4259-9213
Thomas W. Kelsey,University of St Andrews,gb,https://tom.host.cs.st-andrews.ac.uk,8Pg1AnYAAAAJ,
Tom Kelsey,University of St Andrews,gb,https://tom.host.cs.st-andrews.ac.uk,8Pg1AnYAAAAJ,
Tristan Henderson,University of St Andrews,gb,https://tnhh.org,D7ogj-kAAAAJ,0000-0002-5028-9047
Özgür Akgün,University of St Andrews,gb,https://ozgurakgun.github.io,heG7k-gAAAAJ,0000-0001-9519-938X
Anil Fernando,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/anil-fernando/publications,VUK1OO0AAAAJ,0000-0002-2158-2367
Chuadhry Mujeeb Ahmed,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/chuadhry-mujeeb-ahmed/publications,l_qJD3IAAAAJ,0000-0003-3644-0465
Clemens Kupke,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/clemens-kupke/publications,NOSCHOLARPAGE,0000-0002-0502-391X
Crawford Revie,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/crawford-revie/publications,5ErDDgQAAAAJ,
Daniel R. Thomas,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/daniel-thomas/publications,Tq1LRo2DuUIC,0000-0001-8936-0683
Diane M. Rasmussen Pennington,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/diane-pennington/publications,ndW6HpAAAAAJ,
Dmitri Roussinov,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/dmitri-roussinov/publications,TWzT5qcAAAAJ,
Emma Nicol,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/emma-nicol/publications,0zyU7jMAAAAJ,0000-0003-1729-1345
Feng Dong,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/feng-dong/publications,NOSCHOLARPAGE,
Fredrik Nordvall Forsberg,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/fredrik-nordvall-forsberg/publications,-0ALlRsAAAAJ,0000-0001-6157-9288
Gobinda G. Chowdhury,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/gobinda-chowdhury/publications,qmRMHx0AAAAJ,
Ian Ruthven,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/ian-ruthven/publications,BAJlvioAAAAJ,
Jeff Yan,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/jeff-yan/publications,rYhiAEUAAAAJ,
Julian Hedges,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/julian-hedges/publications,NOSCHOLARPAGE,
Karen Renaud,University of Strathclyde,gb,https://karenrenaud.com,u6VeU9UAAAAJ,0000-0002-7187-6531
Karen Vera Renaud,University of Strathclyde,gb,https://karenrenaud.com,u6VeU9UAAAAJ,
Leif Azzopardi,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/leif-azzopardi/publications,TmvrscMAAAAJ,0000-0002-6900-0557
Lisa McCann,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/lisa-mccann/publications,NOSCHOLARPAGE,0000-0002-5322-5778
Marc Roper,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/marc-roper/publications,nCKSiaQAAAAJ,0000-0001-6794-4637
Marilyn Rose McGee-Lennon,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/marilyn-lennon/publications,_dZjfmEAAAAJ,
Mark D. Dunlop,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/mark-dunlop/publications,dZ2_EsoAAAAJ,0000-0002-4593-1103
Martin Halvey,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/martin-halvey/publications,ZXIo4JAAAAAJ,0000-0001-6387-8679
Michael Cashmore,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/michael-cashmore/publications,AapWF-kAAAAJ,
Neil Ghani,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/neil-ghani/projects,NOSCHOLARPAGE,
Perla Innocenti,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/perla-innocenti/publications,PEBzYqUAAAAJ,
Robert Atkey,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/bob-atkey/publications,0bo89OQAAAAJ,0000-0002-4414-5047
Roma Maguire,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/roma-maguire/publications,NOSCHOLARPAGE,
Shishir Nagaraja,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/shishir-nagaraja/publications,Z2g9YhAAAAAJ,0000-0001-7272-0611
Sotirios Terzis,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/sotirios-terzis/publications,oFvJLXUAAAAJ,
Vinod Kumar Chauhan,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/vinod-kumar-chauhan,YqlZaKcAAAAJ,0000-0001-8195-548X
Wendy Moncur,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/wendy-moncur/publications,YlZFhnsAAAAJ,0000-0002-1485-4723
William Waites,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/william-waites/publications,8jBWCEoAAAAJ,0000-0002-7759-6805
Yashar Moshfeghi,University of Strathclyde,gb,https://pureportal.strath.ac.uk/en/persons/yashar-moshfeghi/publications,BaFcnWIAAAAJ,0000-0003-4186-1088
Adrian Hilton 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/adrian-hilton,vTIYTNQAAAAJ,0000-0003-4223-238X
Alaa Marshan,University of Surrey,gb,https://www.surrey.ac.uk/people/alaa-marshan,R1JMHhQAAAAJ,
Alireza Tamaddoni-Nezhad,University of Surrey,gb,https://www.surrey.ac.uk/people/alireza-tamaddoni-nezhad,a8_fGh4AAAAJ,
Amir Ghalamzan,University of Surrey,gb,https://www.surrey.ac.uk/people/amir-ghalamzan,CyMunvwAAAAJ,0000-0003-4589-0185
Armin Mustafa,University of Surrey,gb,https://www.surrey.ac.uk/people/armin-mustafa,0xOHqkMAAAAJ,0000-0002-1779-2775
Brijesh Dongol,University of Surrey,gb,https://brijeshdongol.github.io,fjA_2-cAAAAJ,0000-0003-0446-3507
Constantin Catalin Dragan,University of Surrey,gb,https://www.surrey.ac.uk/people/constantin-catalin-dragan,h6Xk78UAAAAJ,0000-0002-4033-9880
Constantin Orasan,University of Surrey,gb,https://www.surrey.ac.uk/people/constantin-orasan,BIFDGBkAAAAJ,0000-0003-2067-8890
Cuong Nguyen 0006,University of Surrey,gb,https://www.surrey.ac.uk/people/cuong-nguyen,eAkq43kAAAAJ,0000-0003-2672-6291
Daniel Gardham,University of Surrey,gb,https://www.surrey.ac.uk/people/daniel-gardham,3BhQZ0kAAAAJ,0000-0002-8856-1093
Diptesh Kanojia,University of Surrey,gb,https://www.surrey.ac.uk/people/diptesh-kanojia,UNCgCAEAAAAJ,0000-0001-8814-0080
Fernando Virdia,University of Surrey,gb,https://www.surrey.ac.uk/people/fernando-virdia,VJuzp9oAAAAJ,0000-0002-0001-2955
Ferrante Neri,University of Surrey,gb,https://www.surrey.ac.uk/people/ferrante-neri,h0JDq7sAAAAJ,0000-0002-6100-6532
Frank Guerin,University of Surrey,gb,https://www.surrey.ac.uk/people/frank-guerin,OK8EYAoAAAAJ,0000-0003-1918-6311
Gustavo Carneiro 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/gustavo-carneiro,E0TtOWAAAAAJ,0000-0002-5571-6220
Gustavo H. M. B. Carneiro,University of Surrey,gb,https://www.surrey.ac.uk/people/gustavo-carneiro,E0TtOWAAAAAJ,
Helen Treharne,University of Surrey,gb,https://www.surrey.ac.uk/people/helen-treharne,Fx_tCYMAAAAJ,
Ioana Boureanu,University of Surrey,gb,http://people.itcarlson.com/ioana,yQu36nIAAAAJ,0000-0001-5864-777X
Jean-Yves Guillemaut,University of Surrey,gb,http://personal.ee.surrey.ac.uk/Personal/J.Guillemaut,xd8Ej6YAAAAJ,0000-0001-8223-5505
John P. Collomosse,University of Surrey,gb,http://personal.ee.surrey.ac.uk/Personal/J.Collomosse,yVnCUg0AAAAJ,0000-0003-3580-4685
John Philip Collomosse,University of Surrey,gb,http://personal.ee.surrey.ac.uk/Personal/J.Collomosse,yVnCUg0AAAAJ,
Josef Kittler,University of Surrey,gb,https://www.surrey.ac.uk/people/josef-kittler,pk-yb_kAAAAJ,0000-0002-8110-9205
Kevin Wells,University of Surrey,gb,https://www.surrey.ac.uk/people/kevin-wells,czQO8iIAAAAJ,0000-0002-4658-8060
Lee Gillam,University of Surrey,gb,https://www.surrey.ac.uk/people/lee-gillam,8GJC9fAAAAAJ,
Lilian Tang,University of Surrey,gb,https://www.surrey.ac.uk/people/h-lilian-tang,KnKmoRsAAAAJ,0000-0003-2534-737X
Liqun Chen 0002,University of Surrey,gb,https://www.surrey.ac.uk/people/liqun-chen,3IH9iokAAAAJ,0000-0003-2680-4907
Lu Yin 0006,University of Surrey,gb,https://www.surrey.ac.uk/people/lu-yin,G4Xe1NkAAAAJ,
Manal Helal,University of Surrey,gb,https://www.surrey.ac.uk/people/manal-helal,fgACIMUAAAAJ,
Manos Panaousis,University of Surrey,gb,https://www.manospanaousis.com,FRwRt24AAAAJ,0000-0001-7306-4062
Marco Volino,University of Surrey,gb,https://www.surrey.ac.uk/people/marco-volino,Le5SVZYAAAAJ,0000-0002-1869-9257
Miroslaw Bober,University of Surrey,gb,https://www.surrey.ac.uk/people/miroslaw-bober,rmATQ28AAAAJ,0000-0001-9484-9125
Miroslaw Z. Bober,University of Surrey,gb,https://www.surrey.ac.uk/people/miroslaw-bober,rmATQ28AAAAJ,
Muhammad Awais 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/muhammad-awais,X_oK7kQAAAAJ,0000-0002-1122-0709
Nishanth Ramakrishna Sastry,University of Surrey,gb,https://www.surrey.ac.uk/people/nishanth-sastry,arSRJpgAAAAJ,0000-0002-4053-0386
Nishanth Sastry,University of Surrey,gb,https://www.surrey.ac.uk/people/nishanth-sastry,arSRJpgAAAAJ,0000-0002-4053-0386
Oscar Mendez Maldonado,University of Surrey,gb,http://oscarmendez.co.uk,Vm8E3pYAAAAJ,0000-0003-4904-4349
Paul Krause,University of Surrey,gb,https://www.surrey.ac.uk/people/paul-krause,6d3d0vwAAAAJ,
Richard Bowden,University of Surrey,gb,http://personal.ee.surrey.ac.uk/Personal/R.Bowden,mvvgDvcAAAAJ,0000-0003-3285-8020
Robert Granger,University of Surrey,gb,https://www.surrey.ac.uk/people/robert-granger,7Bhcs94AAAAJ,0000-0002-7731-0758
Roman Bauer 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/roman-bauer,VCrrvZcAAAAJ,0000-0002-7268-9359
Simon Hadfield,University of Surrey,gb,http://personal.ee.surrey.ac.uk/Personal/S.Hadfield/biography.html,KuQs_N0AAAAJ,0000-0001-8637-5054
Sotiris K. Moschoyiannis,University of Surrey,gb,https://www.surrey.ac.uk/people/sotiris-moschoyiannis,lXpUuUoAAAAJ,
Steve A. Schneider,University of Surrey,gb,https://www.surrey.ac.uk/people/steve-schneider,RpVDhIoAAAAJ,0000-0001-8365-6993
Suparna De,University of Surrey,gb,https://www.surrey.ac.uk/people/suparna-de,4nEB10MAAAAJ,0000-0001-7439-6077
Tao A. Xiang,University of Surrey,gb,http://www.eecs.qmul.ac.uk/~txiang,MeS5d4gAAAAJ,
Tao Xiang 0002,University of Surrey,gb,http://www.eecs.qmul.ac.uk/~txiang,MeS5d4gAAAAJ,
Thomas Thorne,University of Surrey,gb,https://www.surrey.ac.uk/people/tom-thorne,o0MPrIwAAAAJ,0000-0002-7396-5116
Wenwu Wang 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/wenwu-wang,JQFnV5IAAAAJ,
Xiaowei Gu 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/xiaowei-gu,_6Q5ah0AAAAJ,
Xiatian Zhu,University of Surrey,gb,https://xiatian-zhu.github.io,ZbA-z1cAAAAJ,0000-0002-9284-2955
Xilu Wang 0001,University of Surrey,gb,https://www.surrey.ac.uk/people/xilu-wang,Xmlr1xQAAAAJ,0000-0002-0926-4454
Yangguang Tian,University of Surrey,gb,https://www.surrey.ac.uk/people/yangguang-tian,x477g7cAAAAJ,0000-0002-6624-5380
Yi-Zhe Song,University of Surrey,gb,http://www.eecs.qmul.ac.uk/~yzs,irZFP_AAAAAJ,0000-0001-5908-3275
Andrew Philippides,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/23611,ZKeV-aQAAAAJ,0000-0001-5503-0467
Anil K. Seth,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/22981,3eJCZCkAAAAJ,
Bernhard Reus,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/115097,NOSCHOLARPAGE,0000-0002-5807-856X
Bill Keller,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/1463,go6vIr0AAAAJ,0000-0001-7781-7703
Chris Thornton,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2684,NOSCHOLARPAGE,
David J. Weir,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2860,NOSCHOLARPAGE,
George Parisis,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,Jsmd7a0AAAAJ,0000-0002-1298-7143
George Parissis,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,Jsmd7a0AAAAJ,
Gianluca Memoli,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/390809,ticqPMYAAAAJ,0000-0003-2578-2814
Ian Mackie,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/212026,NOSCHOLARPAGE,
Ian Wakeman,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/10651,NXsakW8AAAAJ,0000-0002-6559-5493
John A. Carroll,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/25069,p_gHNi4AAAAJ,
John Andrew Carroll,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/25069,p_gHNi4AAAAJ,
Judith Good,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/174826,jp3e_gMAAAAJ,0000-0002-8317-9346
Julie Weeds,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/116624,goWjVPQAAAAJ,0000-0002-3831-4019
Kate Howland,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/172510,XUfk6ekAAAAJ,0000-0001-7394-4991
Katherine Howland,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/172510,XUfk6ekAAAAJ,
Katy Howland,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/172510,XUfk6ekAAAAJ,
Luc Berthouze,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/201607,WvYeh5IAAAAJ,0000-0003-3774-2369
Martin Berger 0001,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/141093,GCz-DJ0AAAAJ,0000-0003-3239-5812
Martin Friedrich Berger 0001,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/141093,GCz-DJ0AAAAJ,
Martin White,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2898,pwyfSagAAAAJ,0000-0001-8686-2274
Natalia Beloff,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/109401,NOSCHOLARPAGE,
Novi Quadrianto,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/335583,I-rLzGcAAAAJ,0000-0001-8819-306X
Paul F. Newbury,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/126552,NOSCHOLARPAGE,
Paul Newbury,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/126552,NOSCHOLARPAGE,
Peter C.-H. Cheng,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/100650,KsqCJVQAAAAJ,0000-0002-0355-5955
Peter Schrammel,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/384323,JCU-scYAAAAJ,0000-0002-5713-1381
Ron Chrisley,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/476,9Cy00wEAAAAJ,
Ronald L. Chrisley,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/476,9Cy00wEAAAAJ,
Sharon Wood,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2974,NOSCHOLARPAGE,
Thomas Nowotny,University of Sussex,gb,http://www.sussex.ac.uk/informatics/people/peoplelists/person/206151,W3T-i5AAAAAJ,
Abhir Bhalerao,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/abhir_bhalerao,XfBoSP4AAAAJ,0000-0001-8830-329X
Abhir H. Bhalerao,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/abhir_bhalerao,XfBoSP4AAAAJ,
Adam P. Chester,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/adam_chester,ogEgU6HzEJQC,
Alexander Tiskin,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/alexander_tiskin,P9lIbS0AAAAJ,0000-0003-0680-4192
Alexandre Tiskin,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/alexander_tiskin,P9lIbS0AAAAJ,
Arpan Mukhopadhyay,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/arpan_mukhopadhyay,bmPxFagAAAAJ,0000-0002-0634-1389
Artur Czumaj,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/artur_czumaj,QKgg5j4AAAAJ,0000-0002-7743-438X
Chang-Tsun Li,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/chang-tsun_li,nzLXktMAAAAJ,0000-0003-4735-6138
Charilaos Efthymiou 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/charilaos_efthymiou,nvR9LcQAAAAJ,
Christian Ikenmeyer,University of Warwick,gb,https://www.dcs.warwick.ac.uk/~u2270030,NOSCHOLARPAGE,0000-0003-4654-177X
Debmalya Mandal,University of Warwick,gb,https://debmandal.github.io,OquWQpEAAAAJ,0000-0002-8132-188X
Dmitry Chistikov 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/dmitry_chistikov,NOSCHOLARPAGE,0000-0001-9055-918X
Dmitry V. Chistikov,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/dmitry_chistikov,NOSCHOLARPAGE,
Edmund T. Rolls,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/edmund_rolls,4tIgOKsAAAAJ,0000-0003-3025-1292
Fanghui Liu 0001,University of Warwick,gb,https://www.lfhsgre.org,AKxBgssAAAAJ,
Fayyaz A. Afsar,University of Warwick,gb,https://sites.google.com/view/fayyaz,cQ6eO_kAAAAJ,
Fayyaz ul Amir Afsar Minhas,University of Warwick,gb,https://sites.google.com/view/fayyaz,cQ6eO_kAAAAJ,0000-0001-9129-1189
Feng Hao,University of Warwick,gb,https://www.dcs.warwick.ac.uk/~fenghao,RHaZFqcAAAAJ,
Florin Ciucu,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/florin_ciucu,JxCJneUAAAAJ,0009-0000-7715-6917
Gabriele Pergola,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/u1898418,3jIiOFEAAAAJ,0000-0002-7347-2522
Gihan R. Mudalige,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/Gihan_Mudalige,dEiLfCQAAAAJ,0000-0002-1398-5174
Graham Cormode,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/graham_cormode,gpLVKmEAAAAJ,0000-0002-0698-0922
Hakan Ferhatosmanoglu,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/hakan_ferhatosmanoglu,QtHxli4AAAAJ,0000-0002-5181-4712
Hongkai Wen 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/Hongkai_Wen,SSbjWKAAAAAJ,0000-0003-1159-090X
Igor C. Oliveira 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/igor_carboni_oliveira,aaGW2qwAAAAJ,0000-0003-4048-2385
Igor Carboni Oliveira,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/igor_carboni_oliveira,aaGW2qwAAAAJ,
Jane E. Sinclair,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/jane_sinclair,NOSCHOLARPAGE,
Jianfeng Feng,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/jianfeng_feng/#overview,0MtAVz4AAAAJ,0000-0001-5987-2258
Kaihua Qin,University of Warwick,gb,https://qin.ac,-NPCrhcAAAAJ,0000-0003-2190-3623
Ligang He,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ligang_he,g3lthZYAAAAJ,0000-0002-5671-0576
Long Tran-Thanh,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/long_tran-thanh,YBQai3gAAAAJ,0000-0003-1617-8316
M. S. Ramanujan 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ramanujan_sridharan,XMuyXpEAAAAJ,0000-0002-2116-6048
Marcin Jurdzinski,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/marcin_jurdzinski,o_OzQq4AAAAJ,0000-0003-3640-8481
Matthew Leeke,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/matthew_leeke,NOSCHOLARPAGE,
Matthias Englert,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/matthias_englert,vcrghDoAAAAJ,
Meurig Beynon,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/meurig_beynon,ni_ZTXgAAAAJ,
Mike Joy,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/m_s_joy,IOV57iUAAAAJ,0000-0001-9826-5928
Mike S. Joy,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/m_s_joy,IOV57iUAAAAJ,
Nasir M. Rajpoot,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/nasir_rajpoot,BSDXhwgAAAAJ,0000-0002-4706-1308
Nathan Griffiths,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/n_e_griffiths,BMw4FZMAAAAJ,
Paolo Turrini,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/paolo_turrini,3NJIJNgAAAAJ,0000-0003-4609-1051
Paul A. Jenkins,University of Warwick,gb,https://warwick.ac.uk/fac/sci/statistics/staff/academic-research/jenkins,nRHImnsAAAAJ,0000-0001-7603-4205
Peter Triantafillou,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/peter_triantafillou,seXHg1QAAAAJ,0000-0003-2554-3514
R. S. Lazic,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ranko_lazic/biography,yGOk7boAAAAJ,
Ramanujan Sridharan,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ramanujan_sridharan,XMuyXpEAAAAJ,
Ranko Lazic,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ranko_lazic/biography,yGOk7boAAAAJ,
Ranko Lazic 0001,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ranko_lazic/biography,yGOk7boAAAAJ,
Ranko S. Lazic,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/ranko_lazic/biography,yGOk7boAAAAJ,
Rob Procter,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/rob_procter,IH2TPkkAAAAJ,0000-0001-8059-5224
Sara Kalvala,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/sara_kalvala,6pPqenQAAAAJ,
Saraswati Kalvala,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/sara_kalvala,6pPqenQAAAAJ,
Sayan Bhattacharya,University of Warwick,gb,https://www.dcs.warwick.ac.uk/~u1671158,ca-urkIAAAAJ,0000-0003-1612-0296
Shan e Ahmed Raza,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/shan_raza,yPKOcgQAAAAJ,
Shan-e-Ahmed Raza,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/shan_raza,yPKOcgQAAAAJ,
Stephen A. Jarvis,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/stephen_jarvis/#overview,eyGQdb4AAAAJ,0000-0002-1249-2167
Stephen Andrew Jarvis,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/stephen_jarvis/#overview,eyGQdb4AAAAJ,
Tanaya Guha,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/tanaya_guha,GljtiSUAAAAJ,
Theo Damoulas,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/theo_damoulas,sRg-VkwAAAAJ,
Theodoros Damoulas,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/theo_damoulas,sRg-VkwAAAAJ,
Till Bretschneider,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/till_bretschneider,mzMt1IAAAAAJ,0000-0002-5317-603X
Torsten Muetze,University of Warwick,gb,https://warwick.ac.uk/fac/sci/dcs/people/torsten_mutze,9232pxwAAAAJ,
